0,0,0,0,0,0,-0.00056556
-3.8419e-07,-7.2412e-05,1.0866e-06,0.00020404,1.2851e-08,3.3114e-06,-0.0090672
-2.8176e-06,-0.0002726,7.8783e-06,0.00075578,1.9883e-07,2.6619e-05,-0.017564
-9.2205e-06,-0.00060046,2.5446e-05,0.0016336,1.0333e-06,9.3968e-05,-0.026051
-2.1511e-05,-0.0010558,5.85e-05,0.0028114,3.3851e-06,0.00023341,-0.034523
-4.1604e-05,-0.0016384,0.00011134,0.00426,8.5648e-06,0.00047534,-0.042976
-7.141e-05,-0.0023479,0.00018779,0.0059481,1.8347e-05,0.00085086,-0.051404
-0.00011283,-0.0031838,0.00029122,0.0078435,3.497e-05,0.0013903,-0.059802
-0.00016777,-0.0041458,0.0004245,0.0099142,6.1111e-05,0.0021216,-0.068166
-0.00023812,-0.0052332,0.00059004,0.012129,9.9846e-05,0.0030694,-0.076488
-0.00032575,-0.0064454,0.00078978,0.014459,0.00015459,0.0042538,-0.084763
-0.00043254,-0.0077816,0.0010252,0.016878,0.00022901,0.0056898,-0.092985
-0.00056034,-0.0092409,0.0012976,0.01936,0.00032697,0.0073865,-0.10115
-0.000711,-0.010822,0.0016076,0.021886,0.00045243,0.0093471,-0.10924
-0.00088635,-0.012525,0.0019558,0.024438,0.00060933,0.011569,-0.11726
-0.0010882,-0.014348,0.0023424,0.027001,0.00080154,0.014043,-0.1252
-0.0013184,-0.016289,0.0027676,0.029564,0.0010328,0.016755,-0.13305
-0.0015786,-0.018348,0.0032313,0.032118,0.0013064,0.019686,-0.1408
-0.0018706,-0.020522,0.0037333,0.034656,0.0016256,0.022812,-0.14844
-0.0021962,-0.022811,0.0042732,0.037173,0.0019932,0.026107,-0.15597
-0.002557,-0.025211,0.0048509,0.039667,0.0024113,0.02954,-0.16337
-0.0029548,-0.027722,0.0054658,0.042136,0.0028819,0.03308,-0.17064
-0.0033911,-0.030341,0.0061176,0.044576,0.0034063,0.036695,-0.17775
-0.0038676,-0.033066,0.0068059,0.046986,0.0039854,0.040351,-0.18471
-0.0043859,-0.035894,0.0075302,0.049363,0.0046196,0.044015,-0.1915
-0.0049474,-0.038823,0.00829,0.051704,0.0053088,0.047657,-0.19812
-0.0055537,-0.04185,0.0090846,0.054004,0.0060523,0.051246,-0.20454
-0.0062062,-0.044972,0.0099135,0.056257,0.0068492,0.054755,-0.21075
-0.0069063,-0.048186,0.010776,0.058456,0.0076981,0.058157,-0.21676
-0.0076555,-0.051488,0.011671,0.060591,0.0085972,0.06143,-0.22254
-0.0084549,-0.054876,0.012597,0.062652,0.0095444,0.064553,-0.22808
-0.0093059,-0.058345,0.013554,0.064626,0.010537,0.067509,-0.23337
-0.01021,-0.061891,0.01454,0.066501,0.011573,0.070282,-0.2384
-0.011167,-0.065511,0.015553,0.068261,0.01265,0.072859,-0.24315
-0.01218,-0.0692,0.016592,0.069891,0.013763,0.075231,-0.24763
-0.013248,-0.072955,0.017654,0.071376,0.01491,0.077387,-0.25181
-0.014374,-0.07677,0.018737,0.072698,0.016089,0.07932,-0.25569
-0.015557,-0.08064,0.019839,0.073843,0.017294,0.081024,-0.25925
-0.016798,-0.084562,0.020956,0.074793,0.018524,0.082494,-0.26249
-0.0181,-0.088531,0.022087,0.075534,0.019774,0.083726,-0.2654
-0.019461,-0.09254,0.023226,0.076052,0.02104,0.084714,-0.26798
-0.020882,-0.096585,0.024372,0.076334,0.022319,0.085456,-0.27021
-0.022365,-0.10066,0.02552,0.076367,0.023608,0.085946,-0.27209
-0.023909,-0.10476,0.026667,0.076142,0.024902,0.086182,-0.27362
-0.025515,-0.10889,0.027808,0.075651,0.026198,0.086157,-0.27479
-0.027183,-0.11302,0.02894,0.074886,0.027492,0.085869,-0.2756
-0.028913,-0.11717,0.030059,0.073843,0.028779,0.085312,-0.27605
-0.030706,-0.12132,0.031159,0.072519,0.030055,0.084481,-0.27614
-0.032561,-0.12547,0.032238,0.070912,0.031317,0.083371,-0.27587
-0.034478,-0.12961,0.03329,0.069024,0.032561,0.081979,-0.27525
-0.036458,-0.13374,0.034312,0.066856,0.033781,0.080299,-0.27426
-0.0385,-0.13785,0.035299,0.064412,0.034974,0.078328,-0.27293
-0.040603,-0.14194,0.036247,0.061698,0.036135,0.076063,-0.27126
-0.042767,-0.146,0.037153,0.05872,0.037259,0.073501,-0.26925
-0.044992,-0.15003,0.038011,0.055486,0.038343,0.070643,-0.26691
-0.047278,-0.15402,0.03882,0.052006,0.039382,0.067489,-0.26425
-0.049623,-0.15797,0.039574,0.048288,0.040371,0.06404,-0.26128
-0.052027,-0.16187,0.04027,0.044345,0.041306,0.0603,-0.25801
-0.05449,-0.16571,0.040906,0.040187,0.042182,0.056274,-0.25445
-0.056163,-0.16825,0.041295,0.037303,0.042732,0.053435,-0.25192
-0.057862,-0.17076,0.041654,0.034332,0.043253,0.050474,-0.24927
-0.059586,-0.17324,0.041982,0.031279,0.043744,0.047395,-0.24651
-0.061335,-0.17569,0.04228,0.028148,0.044203,0.044201,-0.24363
-0.063108,-0.17812,0.042546,0.024944,0.044629,0.040895,-0.24065
-0.064905,-0.18051,0.04278,0.021669,0.045022,0.037481,-0.23756
-0.066726,-0.18287,0.042981,0.018329,0.04538,0.033964,-0.23438
-0.068571,-0.1852,0.043147,0.014928,0.045703,0.030348,-0.23109
-0.070438,-0.1875,0.04328,0.01147,0.045988,0.026638,-0.22772
-0.072329,-0.18976,0.043377,0.0079591,0.046236,0.022839,-0.22426
-0.074242,-0.19198,0.043439,0.0044009,0.046446,0.018957,-0.22071
-0.076177,-0.19417,0.043465,0.00079955,0.046616,0.014998,-0.21709
-0.077153,-0.19525,0.043465,-0.0010159,0.046686,0.012991,-0.21525
-0.078134,-0.19633,0.043455,-0.0028403,0.046746,0.010967,-0.21339
-0.080112,-0.19844,0.043408,-0.0065139,0.046836,0.0068704,-0.20962
-0.082112,-0.20052,0.043324,-0.010217,0.046884,0.0027152,-0.20578
-0.084132,-0.20255,0.043203,-0.013943,0.04689,-0.0014924,-0.20188
-0.086172,-0.20455,0.043045,-0.017689,0.046854,-0.0057457,-0.19793
-0.088232,-0.20651,0.042849,-0.021449,0.046775,-0.010038,-0.19391
-0.090311,-0.20843,0.042615,-0.025219,0.046652,-0.014362,-0.18985
-0.093466,-0.21123,0.042193,-0.030879,0.046387,-0.020893,-0.18366
-0.096662,-0.21393,0.041686,-0.036532,0.046024,-0.027456,-0.17737
-0.099898,-0.21654,0.041095,-0.04216,0.045562,-0.034027,-0.17101
-0.10317,-0.21905,0.040419,-0.047745,0.045001,-0.040583,-0.16457
-0.10648,-0.22147,0.039659,-0.05327,0.044342,-0.047099,-0.15806
-0.10983,-0.22378,0.038818,-0.058717,0.043585,-0.053552,-0.1515
-0.11321,-0.226,0.037894,-0.064069,0.042732,-0.059919,-0.1449
-0.11663,-0.22811,0.036892,-0.069308,0.041784,-0.066178,-0.13826
-0.12007,-0.23013,0.035811,-0.074418,0.040743,-0.072306,-0.13159
-0.12354,-0.23204,0.034655,-0.07938,0.039611,-0.078283,-0.1249
-0.12705,-0.23386,0.033425,-0.084179,0.03839,-0.084088,-0.1182
-0.13058,-0.23557,0.032125,-0.088799,0.037083,-0.089701,-0.11148
-0.13413,-0.23718,0.030756,-0.093224,0.035694,-0.095104,-0.10476
-0.13771,-0.23869,0.029323,-0.09744,0.034225,-0.10028,-0.09804
-0.14131,-0.2401,0.027827,-0.10143,0.03268,-0.10521,-0.091322
-0.14493,-0.2414,0.026274,-0.10519,0.031063,-0.10988,-0.084609
-0.14856,-0.24261,0.024666,-0.10869,0.029378,-0.11427,-0.077906
-0.15222,-0.24371,0.023007,-0.11193,0.027628,-0.11838,-0.071214
-0.15589,-0.24471,0.021302,-0.1149,0.02582,-0.12218,-0.064534
-0.15958,-0.24561,0.019554,-0.1176,0.023956,-0.12567,-0.057869
-0.16328,-0.24642,0.017767,-0.12,0.022043,-0.12884,-0.051218
-0.16699,-0.24712,0.015947,-0.1221,0.020084,-0.13168,-0.044583
-0.17071,-0.24772,0.014098,-0.1239,0.018085,-0.13417,-0.037963
-0.17443,-0.24822,0.012223,-0.1254,0.016052,-0.13633,-0.031359
-0.17817,-0.24862,0.010329,-0.12658,0.013988,-0.13813,-0.02477
-0.18191,-0.24892,0.0084189,-0.12745,0.0119,-0.13957,-0.018197
-0.18565,-0.24912,0.0064983,-0.12801,0.0097934,-0.14066,-0.011637
-0.1894,-0.24922,0.0045717,-0.12825,0.0076728,-0.14138,-0.0050911
-0.19314,-0.24923,0.0026437,-0.12818,0.0055441,-0.14175,0.0014417
-0.19689,-0.24914,0.00071921,-0.1278,0.0034125,-0.14176,0.0079621
-0.20064,-0.24894,-0.0011973,-0.12711,0.0012834,-0.14141,0.014471
-0.20438,-0.24865,-0.0031011,-0.12612,-0.00083778,-0.14072,0.020968
-0.20811,-0.24826,-0.0049879,-0.12483,-0.0029458,-0.13967,0.027454
-0.21184,-0.24778,-0.0068531,-0.12326,-0.0050356,-0.13828,0.03393
-0.21556,-0.24719,-0.0086925,-0.1214,-0.007102,-0.13656,0.040394
-0.21927,-0.24651,-0.010502,-0.11927,-0.0091401,-0.13451,0.046848
-0.22297,-0.24573,-0.012278,-0.11688,-0.011145,-0.13215,0.053289
-0.22666,-0.24486,-0.014015,-0.11424,-0.013112,-0.12949,0.059718
-0.23033,-0.24388,-0.015711,-0.11136,-0.015037,-0.12653,0.066133
-0.23399,-0.24281,-0.017362,-0.10825,-0.016915,-0.12329,0.072532
-0.23763,-0.24165,-0.018965,-0.10493,-0.018742,-0.11978,0.078913
-0.24126,-0.24039,-0.020516,-0.1014,-0.020515,-0.11602,0.085274
-0.24486,-0.23903,-0.022013,-0.097687,-0.02223,-0.11202,0.09161
-0.24844,-0.23758,-0.023453,-0.0938,-0.023882,-0.10781,0.09792
-0.252,-0.23603,-0.024833,-0.089754,-0.02547,-0.10339,0.1042
-0.25554,-0.23439,-0.026151,-0.085566,-0.02699,-0.098778,0.11044
-0.25905,-0.23265,-0.027405,-0.081249,-0.028439,-0.094,0.11664
-0.26254,-0.23082,-0.028593,-0.076821,-0.029816,-0.089071,0.12279
-0.26599,-0.2289,-0.029714,-0.072297,-0.031117,-0.084009,0.12889
-0.26942,-0.22689,-0.030766,-0.067692,-0.032341,-0.078833,0.13493
-0.27281,-0.22478,-0.031749,-0.063022,-0.033487,-0.07356,0.1409
-0.27618,-0.22259,-0.032661,-0.058303,-0.034552,-0.06821,0.14679
-0.27951,-0.22031,-0.033502,-0.05355,-0.035537,-0.062802,0.1526
-0.2828,-0.21795,-0.034271,-0.048779,-0.03644,-0.057354,0.15832
-0.28606,-0.21549,-0.034969,-0.044004,-0.037262,-0.051884,0.16393
-0.28928,-0.21296,-0.035594,-0.03924,-0.038,-0.04641,0.16943
-0.29246,-0.21034,-0.036149,-0.034502,-0.038657,-0.04095,0.17481
-0.2956,-0.20764,-0.036632,-0.029803,-0.039232,-0.035522,0.18006
-0.2987,-0.20487,-0.037045,-0.025156,-0.039725,-0.030142,0.18516
-0.30176,-0.20202,-0.037389,-0.020573,-0.040139,-0.024826,0.19011
-0.30478,-0.1991,-0.037664,-0.016068,-0.040472,-0.01959,0.1949
-0.30775,-0.19611,-0.037872,-0.01165,-0.040728,-0.014449,0.1995
-0.3097,-0.19407,-0.037974,-0.0087598,-0.040856,-0.011081,0.20247
-0.31164,-0.19201,-0.038048,-0.0059161,-0.04095,-0.0077655,0.20536
-0.31355,-0.18992,-0.038093,-0.0031222,-0.041012,-0.0045063,0.20815
-0.31545,-0.1878,-0.038111,-0.0003808,-0.041041,-0.0013068,0.21085
-0.31732,-0.18566,-0.038101,0.0023055,-0.041038,0.0018292,0.21346
-0.31917,-0.18349,-0.038065,0.0049343,-0.041004,0.0048987,0.21596
-0.32099,-0.18129,-0.038002,0.0075034,-0.04094,0.0078985,0.21837
-0.3228,-0.17908,-0.037914,0.010011,-0.040846,0.010826,0.22067
-0.32458,-0.17684,-0.037802,0.012454,-0.040723,0.013677,0.22286
-0.32635,-0.17458,-0.037665,0.014832,-0.040572,0.016451,0.22495
-0.32894,-0.17115,-0.037416,0.018271,-0.040295,0.020461,0.22787
