Time(s),Cart Position(m),Cart Velocity(m/s),Hook Angle(deg),Hook Angle Rate(deg/s),Payload Angle(deg),Payload Angle Rate(deg/s),Force(N),Cart Acceleration(m/s^2),,
18.459,0,0,0.033901,0.698008,0.022754,0.769242,0,0,-1.26254,-1.8938
18.471,0,0,0.0360485,0.691389,0.0253107,0.752087,0,0,2.01E-13,8.60E-14
18.48,0,0,0.038145,0.690078,0.0278162,0.744154,0,0,-0.463789,-0.463789
18.49,0,0,0.0401903,0.689181,0.0302706,0.737606,0,0,-0.566567,-0.566567
18.499,0,0,0.0420822,0.68649,0.0326227,0.729622,0,0,-2.83284,-1.6997
18.509,0,0,0.0438207,0.680748,0.0349236,0.720203,0,0,-1.6997,1.54E-13
18.521,0,0,0.045457,0.674163,0.0371223,0.711216,0,0,-0.422584,-1.26775
18.53,0,0,0.0469909,0.666047,0.039321,0.70172,0,0,-0.927577,0.927577
18.541,0,0,0.0483715,0.655479,0.0414686,0.692772,0,0,-2.04531,-1.02265
18.549,0,0,0.0496498,0.642293,0.0435139,0.682904,0,0,-0.566567,-1.6997
18.559,0,0,0.0509793,0.627994,0.0456615,0.672961,0,0,2.52507,3.78761
18.571,0,0,0.0522065,0.615676,0.0478091,0.665911,0,0,-2.11292,-0.845168
18.58,0,0,0.0533825,0.600986,0.0499566,0.658931,0,0,-3.15E-13,1.26E-13
18.59,0,0,0.0544563,0.584681,0.0521042,0.654845,0,0,-1.6997,1.54E-13
18.599,0,0,0.0554278,0.565305,0.0542007,0.651975,0,0,-1.13313,-1.13313
18.609,0,0,0.056246,0.543486,0.0561948,0.647958,0,0,-2.26627,-1.6997
18.621,0,0,0.0569618,0.525202,0.0580867,0.644471,0,0,-0.422584,-0.845168
18.63,0,0,0.0575754,0.505317,0.0597741,0.639277,0,0,-0.927577,-2.78273
18.641,0,0,0.0581379,0.484515,0.0610524,0.629921,0,0,3.84E-13,-6.79881
18.649,0,0,0.0585469,0.462088,0.0617683,0.611351,0,0,-2.83284,-7.93194
18.659,0,0,0.0590583,0.438296,0.0626375,0.588287,0,0,3.96597,9.63164
18.671,0,0,0.0595185,0.420012,0.0635579,0.572869,0,0,-1.69034,-0.422584
18.68,0,0,0.0599275,0.399965,0.0643249,0.555825,0,0,-0.463789,-3.24652
18.691,0,0,0.0602854,0.37883,0.0649385,0.535202,0,0,-0.511327,-1.53398
18.699,0,0,0.0605411,0.355775,0.0653476,0.510353,0,0,-1.6997,-2.83284
18.709,0,0,0.0606945,0.330398,0.065501,0.480999,0,0,-1.26254,-3.78761
18.721,0,0,0.0607968,0.309558,0.0655521,0.456362,0,0,1.72E-13,0.422584
18.73,0,0,0.0608479,0.288618,0.0653476,0.430796,0,0,-0.463789,-3.71031
18.741,0,0,0.0608479,0.26808,0.0650408,0.404377,0,0,-0.511327,0.511327
18.749,0,0,0.0607456,0.247357,0.064734,0.378094,0,0,-1.6997,1.13313
18.76,0,0,0.0606434,0.225733,0.0644783,0.351241,0,0,1.13313,1.13313
18.771,0,0,0.0604388,0.208224,0.0641715,0.329781,0,0,-1.69034,-1.26775
18.78,0,0,0.0600809,0.188863,0.0638136,0.306918,0,0,-2.04531,-0.511327
18.791,0,0,0.0596207,0.167082,0.0634045,0.281975,0,0,-0.511327,-0.511327
18.799,0,0,0.0591094,0.145552,0.0629443,0.257126,0,0,-7.69E-14,-0.566567
18.809,0,0,0.0584447,0.124352,0.0623819,0.232018,0,0,-3.15634,-1.8938
18.82,0,0,0.0576777,0.105872,0.0617172,0.210016,0,0,-0.463789,-0.927577
18.829,0,0,0.0568084,0.0864622,0.0610013,0.186762,0,0,-1.02265,-2.78E-13
18.841,0,0,0.0559903,0.0677988,0.0603366,0.163176,0,0,1.85515,1.39137
18.849,0,0,0.0550699,0.0492519,0.0596719,0.139512,0,0,-2.55663,-0.511327
18.859,0,0,0.0540473,0.0280414,0.0589049,0.113472,0,0,-1.26254,-2.52507
18.875,0,0,0.0529223,0.0112772,0.0579845,0.0914098,0,0,-0.605121,-1.21024
18.879,0,0,0.0516952,-0.00811262,0.0569107,0.0656731,0,0,-1.02265,-1.53398
18.891,0,0,0.0502634,-0.0320755,0.0556835,0.0343711,0,0,-4.79369,-2.39684
18.899,0,0,0.0487295,-0.0535602,0.0544052,0.005064,0,0,-6.94E-14,0.511327
18.909,0,0,0.0470932,-0.0760566,0.0530246,-0.025197,0,0,-1.26254,-1.8938
18.92,0,0,0.0453547,-0.0951926,0.051644,-0.0508039,0,0,-0.927577,0.927577
18.929,0,0,0.0434628,-0.11565,0.0502123,-0.0764433,0,0,-2.04531,-1.02265
18.941,0,0,0.0415709,-0.135842,0.0488829,-0.0996901,0,0,1.39137,2.31894
18.949,0,0,0.0395767,-0.156156,0.0475534,-0.118134,0,0,-2.04531,-1.02265
18.959,0,0,0.0374803,-0.179236,0.0460706,-0.137396,0,0,-1.26254,-3.78761
18.97,0,0,0.0352304,-0.200563,0.0444343,-0.157188,0,0,-1.85515,-1.39137
18.979,0,0,0.0328783,-0.223406,0.042389,-0.17978,0,0,-0.511327,-6.64725
18.991,0,0,0.0303217,-0.246278,0.040088,-0.203248,0,0,-2.78273,-0.927577
18.999,0,0,0.0277139,-0.270692,0.0376848,-0.227397,0,0,1.02265,0.511327
19.009,0,0,0.0250039,-0.29711,0.0353327,-0.251543,0,0,-1.8938,2.52507
19.02,0,0,0.0221916,-0.320043,0.0328272,-0.27117,0,0,-0.927577,-3.24652
19.029,0,0,0.0193282,-0.344392,0.0302706,-0.291587,0,0,1.04E-13,0.511327
19.041,0,0,0.0164136,-0.367527,0.0276628,-0.30956,0,0,-0.463789,-0.463789
19.049,0,0,0.0135502,-0.391017,0.0246971,-0.330296,0,0,1.53398,-6.64725
19.059,0,0,0.0105845,-0.416927,0.0213735,-0.357985,0,0,-3.15634,-4.41887
19.07,0,0,0.00756764,-0.43963,0.0179476,-0.383327,0,0,-9.44E-14,1.39137
19.079,0,0,0.00449968,-0.46247,0.0145217,-0.409149,0,0,-0.511327,1.02265
19.091,0,0,0.00148285,-0.482907,0.0109935,-0.433502,0,0,1.39137,-1.85515
19.099,0,0,-0.00158511,-0.503732,0.00751651,-0.458871,0,0,-1.53398,2.04531
19.109,0,0,-0.00444854,-0.525416,0.00419288,-0.485194,0,0,5.68141,3.15634
19.12,0,0,-0.00726084,-0.541567,0.000971521,-0.505729,0,0,-0.927577,0.463789
19.129,0,0,-0.010022,-0.557589,-0.00224984,-0.526437,0,0,0.511327,-1.02265
19.141,0,0,-0.0128854,-0.573091,-0.00542007,-0.546241,0,0,-2.31894,0.927577
19.149,0,0,-0.0156977,-0.589624,-0.00859029,-0.56712,0,0,2.04531,-0.511327
19.159,0,0,-0.0185612,-0.606574,-0.0118628,-0.590319,0,0,-1.8938,-2.52507
19.17,0,0,-0.0213223,-0.621813,-0.0149819,-0.610086,0,0,2.31894,3.71031
19.179,0,0,-0.0240324,-0.634341,-0.0179987,-0.626619,0,0,-1.04E-13,0.511327
19.191,0,0,-0.026589,-0.640763,-0.0209644,-0.637692,0,0,2.31894,-9.44E-14
19.199,0,0,-0.0290434,-0.648518,-0.0239812,-0.651839,0,0,0.511327,-1.53398
19.21,0,0,-0.0313443,-0.6541,-0.0269981,-0.665893,0,0,2.26627,0.566567
19.22,0,0,-0.0335942,-0.658239,-0.0303728,-0.680421,0,0,-0.463789,-6.49304
19.229,0,0,-0.0356906,-0.661652,-0.0340544,-0.700506,0,0,2.83284,-2.83284
19.241,0,0,-0.0378382,-0.663032,-0.0378382,-0.719742,0,0,-2.31894,0.927577
19.249,0,0,-0.0398324,-0.66397,-0.0415709,-0.74028,0,0,3.57929,2.04531
19.26,0,0,-0.0417754,-0.661702,-0.0452013,-0.759233,0,0,-0.566567,1.6997
19.27,0,0,-0.0435651,-0.65878,-0.0486783,-0.774411,0,0,2.31894,1.85515
19.279,0,0,-0.0452013,-0.653887,-0.0516952,-0.786284,0,0,1.6997,8.49851
19.291,0,0,-0.046633,-0.645852,-0.0544563,-0.790179,0,0,2.31894,0.463789
19.299,0,0,-0.0480136,-0.635284,-0.0571152,-0.792139,0,0,-1.02265,-0.511327
19.31,0,0,-0.049343,-0.622227,-0.0598252,-0.793395,0,0,0.566567,-2.26627
19.32,0,0,-0.0505702,-0.610052,-0.0623819,-0.794937,0,0,1.39137,3.24652
19.329,0,0,-0.0516952,-0.596238,-0.0647851,-0.794897,0,0,1.13313,1.6997
19.341,0,0,-0.0527689,-0.581709,-0.0670861,-0.792625,0,0,1.89E-13,0.463789
19.349,0,0,-0.0537916,-0.566199,-0.068978,-0.785977,0,0,0.511327,7.15858
19.36,0,0,-0.0546608,-0.547286,-0.0704608,-0.769591,0,0,2.83284,4.53254
19.37,0,0,-0.0554278,-0.529511,-0.0718414,-0.75279,0,0,0.463789,-1.85515
19.379,0,0,-0.0559903,-0.509502,-0.0731709,-0.735732,0,0,3.3994,4.61E-13
19.391,0,0,-0.0565528,-0.489455,-0.0743469,-0.717795,0,0,-1.85515,2.31894
19.399,0,0,-0.057013,-0.46832,-0.0755741,-0.69828,0,0,2.04531,-2.55663
19.41,0,0,-0.0575243,-0.445081,-0.0768524,-0.678156,0,0,-2.26627,-0.566567
19.42,0,0,-0.0579845,-0.42682,-0.0780796,-0.662491,0,0,1.39137,1.39137
19.429,0,0,-0.0583935,-0.407403,-0.0792557,-0.646223,0,0,0.566567,0.566567
19.441,0,0,-0.0586492,-0.387518,-0.0804317,-0.630153,0,0,2.31894,-0.463789
19.449,0,0,-0.0588026,-0.365105,-0.0815055,-0.613108,0,0,0.511327,2.04531
19.46,0,0,-0.0588026,-0.339234,-0.082477,-0.591888,0,0,2.26627,1.13313
19.47,0,0,-0.0587515,-0.316427,-0.0833463,-0.573545,0,0,-0.463789,0.927577
19.479,0,0,-0.0585981,-0.292767,-0.0840621,-0.554958,0,0,1.6997,2.26627
19.491,0,0,-0.0584447,-0.270691,-0.0847269,-0.536615,0,0,-0.927577,-0.463789
19.499,0,0,-0.0582401,-0.248619,-0.0851359,-0.515906,0,0,1.02265,4.60194
19.51,0,0,-0.0579333,-0.225654,-0.0850337,-0.489802,0,0,1.6997,8.49851
19.52,0,0,-0.0574731,-0.204551,-0.0841644,-0.458879,0,0,1.85515,9.27577
19.529,0,0,-0.0569107,-0.180869,-0.0828861,-0.415909,0,0,0.566567,0.566567
19.541,0,0,-0.0561437,-0.15863,-0.0815566,-0.374678,0,0,2.78273,-2.78273
19.549,0,0,-0.0553256,-0.134428,-0.0801761,-0.331812,0,0,-1.02265,0.511327
19.56,0,0,-0.0545074,-0.110207,-0.0787443,-0.287228,0,0,-0.566567,0.566567
19.57,0,0,-0.0536382,-0.0888609,-0.0771592,-0.247133,0,0,0.927577,2.31894
19.579,0,0,-0.0527689,-0.066524,-0.0754719,-0.204613,0,0,-0.566567,0.566567
19.591,0,0,-0.0518485,-0.047613,-0.0736311,-0.168333,0,0,0.927577,1.85515
19.599,0,0,-0.0507748,-0.0277565,-0.0715346,-0.129387,0,0,2.55663,3.57929
19.61,0,0,-0.0495476,-0.00550926,-0.0692337,-0.0860584,0,0,1.6997,1.6997
19.62,0,0,-0.0482181,0.0149438,-0.0667793,-0.0458827,0,0,0.463789,0.927577
19.629,0,0,-0.0468375,0.0371013,-0.0642738,-0.00246479,0,0,2.31E-13,-0.566567
19.641,0,0,-0.0453547,0.0571486,-0.0617172,0.0360876,0,0,1.39137,0.463789
19.649,0,0,-0.0437696,0.0787948,-0.0591605,0.0744372,0,0,1.02265,-0.511327
19.66,0,0,-0.0421333,0.101221,-0.0565016,0.111127,0,0,-1.54E-13,2.26627
19.67,0,0,-0.0403437,0.121187,-0.0537405,0.143511,0,0,2.31894,0.927577
19.679,0,0,-0.0385029,0.142896,-0.050877,0.180111,0,0,-0.566567,1.13313
19.691,0,0,-0.0365087,0.162457,-0.0479625,0.212982,0,0,2.31894,0
19.699,0,0,-0.0344123,0.184018,-0.0449456,0.247667,0,0,0.511327,1.53398
19.71,0,0,-0.0322647,0.206983,-0.0418777,0.285703,0,0,0,7.69E-14
19.72,0,0,-0.0300149,0.228491,-0.0388097,0.320116,0,0,1.39137,-0.463789
19.729,0,0,-0.0276628,0.252622,-0.0357418,0.357434,0,0,1.13313,0
19.741,0,0,-0.0252595,0.27413,-0.0326738,0.391035,0,0,1.26E-13,-6.29E-14
19.749,0,0,-0.022754,0.296117,-0.0296058,0.425891,0,0,1.53398,6.94E-14
19.76,0,0,-0.0202485,0.318633,-0.0264867,0.461773,0,0,-1.13313,1.13313
19.772,0,0,-0.0176919,0.336524,-0.0234699,0.491066,0,0,0.773273,-1.93318
19.779,0,0,-0.0151353,0.357964,-0.0205553,0.52345,0,0,-0.566567,-1.13313
19.791,0,0,-0.0125786,0.379011,-0.0176408,0.554032,0,0,3.84E-14,1.13313
19.8,0,0,-0.00997087,0.398011,-0.0148285,0.580852,0,0,0.927577,-1.85515
19.811,0,0,-0.00731197,0.417662,-0.0123741,0.602776,0,0,0.511327,-6.13592
19.819,0,0,-0.00465307,0.437747,-0.0102777,0.616518,0,0,-0.566567,-3.96597
19.829,0,0,-0.00199417,0.457523,-0.0081301,0.624428,0,0,0,5.68141
19.841,0,0,0.000715858,0.472298,-0.00582913,0.630434,0,0,0.845168,2.11292
19.85,0,0,0.00342589,0.486899,-0.00342589,0.638006,0,0,-0.463789,0.463789
19.861,0,0,0.00613592,0.502217,-0.00076699,0.647013,0,0,2.60E-14,4.09062
19.869,0,0,0.00884596,0.519252,0.00214757,0.659956,0,0,-3.48E-14,2.83284
19.879,0,0,0.011556,0.53663,0.00490874,0.671852,0,0,4.82E-14,-6.94395
19.891,0,0,0.0142149,0.549786,0.00751651,0.677556,0,0,-0.845168,-1.26775
19.9,0,0,0.0168738,0.562285,0.00997087,0.680404,0,0,0.463789,-1.39137
19.911,0,0,0.0194816,0.573692,0.0122718,0.67992,0,0,-1.02265,-1.53398
19.919,0,0,0.0220382,0.585738,0.0145217,0.680249,0,0,-0.566567,0.566567
19.929,0,0,0.0245948,0.597205,0.0167204,0.678634,0,0,0.631268,-0.631268
19.941,0,0,0.0270492,0.604584,0.018868,0.674772,0,0,-1.69034,-0.422584
19.95,0,0,0.0294524,0.610618,0.0209644,0.670101,0,0,1.89E-13,-0.463789
19.961,0,0,0.0317534,0.615696,0.0229074,0.663754,0,0,-1.53398,-2.55663
19.969,0,0,0.0339521,0.621364,0.0247482,0.658239,0,0,-1.13313,-0.566567
19.979,0,0,0.0360997,0.625012,0.0265379,0.649872,0,0,2.14E-13,-1.28E-13
19.991,0,0,0.0382473,0.625783,0.0283275,0.640221,0,0,0.422584,0.422584
20,0,0,0.0402414,0.624712,0.0300149,0.629052,0,0,-2.78273,-1.85515
20.01,0,0,0.0421845,0.622828,0.0317023,0.616763,0,0,0.566567,1.13313
20.019,0,0,0.0439741,0.621363,0.0332874,0.606596,0,0,-2.83284,-2.26627
20.029,0,0,0.0456615,0.615801,0.0348725,0.593409,0,0,-0.566567,1.13313
20.041,0,0,0.0472977,0.609124,0.0364065,0.580836,0,0,2.29E-13,-0.845168
20.05,0,0,0.0487806,0.600675,0.0379405,0.567363,0,0,-2.31894,0.463789
20.06,0,0,0.0502123,0.590986,0.0394233,0.553369,0,0,0.566567,-1.13313
20.069,0,0,0.0515418,0.584539,0.0409062,0.544055,0,0,-1.6997,0.566567
20.079,0,0,0.0528201,0.573236,0.0423379,0.531048,0,0,1.54E-13,-1.13313
20.091,0,0,0.0540473,0.560184,0.0437185,0.516197,0,0,-0.422584,-0.422584
20.1,0,0,0.055121,0.548577,0.0450479,0.504185,0,0,-2.31894,-0.463789
20.111,0,0,0.0560926,0.534686,0.0463774,0.493703,0,0,-0.511327,0.511327
20.119,0,0,0.0569618,0.519077,0.0477068,0.486347,0,0,-1.13313,1.54E-13
20.129,0,0,0.0577799,0.502033,0.048934,0.479056,0,0,-1.71E-13,-2.52507
20.141,0,0,0.0584958,0.487313,0.0500589,0.470689,0,0,-1.26775,-0.845168
20.15,0,0,0.0590583,0.470512,0.0509793,0.459488,0,0,-1.85515,-2.78273
20.161,0,0,0.0595696,0.452105,0.0515418,0.443552,0,0,0.511327,-5.11327
20.169,0,0,0.0600298,0.432459,0.0516952,0.420587,0,0,-0.566567,-5.09911
20.179,0,0,0.0604388,0.411248,0.0518485,0.394642,0,0,-0.631268,5.05014
20.191,0,0,0.0607456,0.393507,0.0520019,0.375816,0,0,-1.26775,-5.73E-14
20.2,0,0,0.060899,0.374028,0.0521042,0.357067,0,0,-1.85515,-0.927577
20.21,0,0,0.0609502,0.352664,0.0522065,0.338444,0,0,-0.566567,0.566567
20.219,0,0,0.060899,0.329879,0.0522065,0.319157,0,0,-1.13313,-2.26627
20.229,0,0,0.0606434,0.304596,0.0522065,0.298525,0,0,-3.3994,1.13313
20.241,0,0,0.0603366,0.283214,0.0522065,0.282178,0,0,0.845168,-5.73E-14
20.25,0,0,0.0598764,0.260894,0.0522065,0.265458,0,0,-2.31894,-6.29E-14
20.261,0,0,0.0594162,0.237373,0.0522576,0.249096,0,0,1.53398,1.02265
20.269,0,0,0.0588537,0.213332,0.0523087,0.233397,0,0,-2.26627,-0.566567
20.279,0,0,0.058189,0.187481,0.0523087,0.217015,0,0,-1.26254,-1.26254
20.291,0,0,0.0573709,0.165401,0.0522576,0.203225,0,0,-1.69034,-0.422584
20.3,0,0,0.0565016,0.142107,0.0522065,0.189022,0,0,0.463789,0.463789
20.311,0,0,0.0555301,0.117312,0.0521042,0.173718,0,0,-1.53398,-1.02265
20.319,0,0,0.0545074,0.0921946,0.0520019,0.158468,0,0,-5.38E-13,0.566567
20.329,0,0,0.0534337,0.0674555,0.0518485,0.143512,0,0,-0.631268,-1.26254
20.341,0,0,0.0522576,0.0463827,0.0517463,0.130728,0,0,-1.26775,1.26775
20.35,0,0,0.0510304,0.0244687,0.0515929,0.117661,0,0,2.52E-13,-1.39137
20.361,0,0,0.049701,0.00117638,0.0512861,0.102344,0,0,-1.53398,-2.55663
20.369,0,0,0.0482693,-0.0231341,0.050877,0.0859275,0,0,-1.13313,-0.566567
20.38,0,0,0.0467353,-0.0476239,0.0504168,0.0691524,0,0,-1.13313,1.54E-13
20.391,0,0,0.045099,-0.0692391,0.0499055,0.0548197,0,0,-0.845168,-0.422584
20.4,0,0,0.0434628,-0.0919729,0.0492919,0.0393297,0,0,1.02265,-1.53398
20.411,0,0,0.0417243,-0.114301,0.0485249,0.0222855,0,0,-2.04531,-2.04531
20.419,0,0,0.0399346,-0.137804,0.0474,0.00174273,0,0,3.84E-13,-6.23224
20.43,0,0,0.0379916,-0.161975,0.0459172,-0.0223783,0,0,-2.83284,-3.96597
20.44,0,0,0.0358951,-0.184025,0.044332,-0.0438792,0,0,-1.39137,1.39137
20.45,0,0,0.0337476,-0.206796,0.0427469,-0.0650505,0,0,0.511327,1.02265
20.461,0,0,0.0314977,-0.228584,0.0411618,-0.0831702,0,0,-1.39137,6.29E-14
20.469,0,0,0.0291968,-0.252894,0.0395256,-0.0994967,0,0,-7.69E-14,-1.13313
20.48,0,0,0.0268447,-0.277319,0.0378382,-0.114871,0,0,-0.566567,-0.566567
20.49,0,0,0.0244926,-0.298625,0.0360997,-0.12975,0,0,0.463789,-0.463789
20.5,0,0,0.0221405,-0.319768,0.0342078,-0.146064,0,0,-1.04E-13,-2.55663
20.511,0,0,0.0197372,-0.339217,0.0321113,-0.163104,0,0,-0.927577,-2.31894
20.519,0,0,0.0172317,-0.360657,0.0298615,-0.183019,0,0,-1.6997,-1.13313
20.53,0,0,0.0147773,-0.380841,0.027356,-0.204189,0,0,2.26627,-3.96597
20.54,0,0,0.012323,-0.397759,0.024646,-0.225454,0,0,-0.463789,-1.39137
20.55,0,0,0.00986861,-0.414966,0.0218337,-0.24889,0,0,-3.47E-14,3.47E-14
20.561,0,0,0.00741424,-0.430355,0.0189702,-0.271871,0,0,1.57E-14,-3.15E-14
20.569,0,0,0.00490874,-0.447578,0.0159534,-0.298424,0,0,-1.13313,-2.83284
20.58,0,0,0.00240324,-0.46368,0.012732,-0.326423,0,0,0.566567,-2.83284
20.59,0,0,-0.000204531,-0.478164,0.00930615,-0.352978,0,0,-1.85515,-1.85515
20.6,0,0,-0.00276117,-0.492831,0.00572686,-0.382148,0,0,2.04531,-1.02265
20.611,0,0,-0.00521553,-0.504713,0.00204531,-0.410604,0,0,1.39137,-0.463789
20.619,0,0,-0.00756764,-0.516554,-0.00163625,-0.44209,0,0,1.13313,1.13313
20.63,0,0,-0.00991974,-0.527159,-0.0053178,-0.473154,0,0,-1.13313,-2.88E-14
20.64,0,0,-0.0122718,-0.53715,-0.00905049,-0.501609,0,0,5.51E-14,-0.927577
20.65,0,0,-0.0146751,-0.547267,-0.0128343,-0.532082,0,0,-1.02265,-0.511327
20.661,0,0,-0.0170783,-0.555598,-0.016567,-0.559819,0,0,0.463789,1.39137
20.669,0,0,-0.0194304,-0.564031,-0.0201974,-0.588435,0,0,1.13313,1.6997
20.68,0,0,-0.0217314,-0.571028,-0.0237256,-0.615527,0,0,0.566567,1.13313
20.69,0,0,-0.023879,-0.576237,-0.0271003,-0.638839,0,0,2.31894,1.85515
20.7,0,0,-0.0259754,-0.579816,-0.0303728,-0.661337,0,0,-0.511327,0.511327
20.711,0,0,-0.0280718,-0.582227,-0.033543,-0.680609,0,0,-0.463789,0.927577
20.735,0,0,-0.0301683,-0.576511,-0.0364576,-0.685997,0,0,6.80E-14,1.33571
20.739,0,0,-0.0322136,-0.572212,-0.0390142,-0.689383,0,0,0.521762,2.34793
20.749,0,0,-0.0341566,-0.579313,-0.0415197,-0.705778,0,0,3.13057,-5.21762
20.765,0,0,-0.035844,-0.572673,-0.043923,-0.708001,0,0,2.42048,0.907681
20.769,0,0,-0.0374291,-0.568184,-0.0463262,-0.715277,0,0,-0.511327,-1.02265
20.78,0,0,-0.0390142,-0.565385,-0.0487806,-0.728147,0,0,-1.81805,-1.81805
20.789,0,0,-0.0405482,-0.557796,-0.0511327,-0.733462,0,0,1.02265,2.55663
20.799,0,0,-0.0420822,-0.552414,-0.0534337,-0.739929,0,0,-0.566567,-1.54E-13
20.812,0,0,-0.0435139,-0.543484,-0.0556324,-0.740744,0,0,1.54655,1.15991
20.82,0,0,-0.0448434,-0.535287,-0.0576265,-0.740826,0,0,0.927577,2.78273
20.83,0,0,-0.0459683,-0.524562,-0.0593651,-0.737935,0,0,3.78761,3.78761
20.839,0,0,-0.0470421,-0.511913,-0.060899,-0.73031,0,0,-1.13313,1.6997
20.849,0,0,-0.0480647,-0.501576,-0.0621774,-0.720797,0,0,0.566567,3.3994
20.861,0,0,-0.0490363,-0.48856,-0.0634557,-0.706658,0,0,0.422584,-2.11292
20.87,0,0,-0.0500078,-0.47671,-0.0646829,-0.693834,0,0,-0.463789,0.927577
20.88,0,0,-0.0508259,-0.462626,-0.0658078,-0.677956,0,0,3.3994,1.6997
20.889,0,0,-0.0515418,-0.446928,-0.0666259,-0.658221,0,0,0.566567,5.66567
20.899,0,0,-0.0521042,-0.431848,-0.0671884,-0.636648,0,0,2.26627,2.26627
20.911,0,0,-0.0526155,-0.413999,-0.0675974,-0.610168,0,0,-0.422584,0.422584
20.92,0,0,-0.0531269,-0.398253,-0.0679042,-0.583546,0,0,-0.463789,0.463789
20.93,0,0,-0.0536893,-0.382195,-0.068211,-0.553584,0,0,-1.13313,-1.13313
20.939,0,0,-0.0541495,-0.366228,-0.0684155,-0.523443,0,0,2.83284,2.26627
20.949,0,0,-0.0545586,-0.351148,-0.0685689,-0.495326,0,0,1.54E-13,1.54E-13
20.961,0,0,-0.054712,-0.333151,-0.0685689,-0.464267,0,0,3.80326,2.11292
20.97,0,0,-0.054712,-0.314078,-0.0684155,-0.433425,0,0,0.463789,1.39137
20.98,0,0,-0.0545586,-0.29219,-0.068211,-0.399427,0,0,1.6997,-0.566567
21.005,0,0,-0.0543541,-0.270893,-0.0680065,-0.367276,0,0,-0.166964,-0.166964
21.011,0,0,-0.0540473,-0.251959,-0.0676997,-0.338738,0,0,0.638494,0.851325
21.02,0,0,-0.0536382,-0.230256,-0.0672906,-0.307064,0,0,1.81805,1.81805
21.031,0,0,-0.0530757,-0.209352,-0.0667282,-0.277395,0,0,2.04531,2.04531
21.039,0,0,-0.0523599,-0.193359,-0.0660123,-0.257116,0,0,1.6997,1.6997
21.049,0,0,-0.0515418,-0.173582,-0.0652453,-0.234154,0,0,0.631268,-0.631268
21.061,0,0,-0.0506725,-0.1435,-0.0644272,-0.198815,0,0,-3.44E-13,0.422584
21.07,0,0,-0.0498544,-0.125423,-0.0635579,-0.176395,0,0,-1.39137,0.463789
21.081,0,0,-0.0488829,-0.104799,-0.0625353,-0.148442,0,0,3.57929,2.55663
21.089,0,0,-0.0477068,-0.0775463,-0.061257,-0.110813,0,0,2.83284,3.96597
21.099,0,0,-0.0464285,-0.0527564,-0.0598764,-0.0779086,0,0,0,-0.631268
21.111,0,0,-0.0450479,-0.0290861,-0.0583424,-0.0464134,0,0,0.845168,1.69034
21.12,0,0,-0.0436162,-0.00705215,-0.0565528,-0.0166231,0,0,-2.52E-13,3.24652
21.131,0,0,-0.0421333,0.0159332,-0.0546097,0.0157975,0,0,0.511327,0.511327
21.139,0,0,-0.0405994,0.0402835,-0.0526155,0.0500454,0,0,0.566567,-0.566567
21.149,0,0,-0.038912,0.0646737,-0.0505191,0.0828979,0,0,3.15634,1.8938
21.161,0,0,-0.0370712,0.0874469,-0.0483715,0.110919,0,0,1.26775,-1.72E-13
21.17,0,0,-0.0351282,0.110224,-0.0460706,0.138072,0,0,0.463789,2.31894
21.181,0,0,-0.0330829,0.134727,-0.0438207,0.167148,0,0,1.02265,-2.55663
21.189,0,0,-0.0310887,0.160294,-0.0415709,0.196931,0,0,-2.26627,0.566567
21.199,0,0,-0.0290434,0.185317,-0.0394233,0.225268,0,0,1.8938,-2.52507
21.211,0,0,-0.0268447,0.206879,-0.0372246,0.246908,0,0,2.11292,1.69034
21.22,0,0,-0.0245437,0.228856,-0.0349236,0.268102,0,0,0.463789,1.39137
21.231,0,0,-0.0221405,0.252689,-0.0326227,0.289964,0,0,1.02265,-1.02265
21.239,0,0,-0.0196861,0.278973,-0.0303217,0.312659,0,0,-1.54E-13,1.54E-13
21.249,0,0,-0.0172317,0.306279,-0.0280718,0.335834,0,0,-0.631268,-1.26254
21.261,0,0,-0.0147262,0.328693,-0.025822,0.354146,0,0,0.845168,0.422584
21.27,0,0,-0.0122718,0.350275,-0.0236233,0.372146,0,0,-1.39137,-0.927577
21.281,0,0,-0.00976634,0.37098,-0.0214757,0.389153,0,0,1.53398,-0.511327
21.289,0,0,-0.00731197,0.391702,-0.019277,0.406287,0,0,-1.6997,1.6997
21.299,0,0,-0.00475534,0.413879,-0.0170783,0.425718,0,0,3.15634,-0.631268
21.312,0,0,-0.00224984,0.430846,-0.015033,0.439554,0,0,-1.54655,-2.31982
21.32,0,0,0.000204531,0.446089,-0.01309,0.450738,0,0,-0.463789,-0.463789
21.331,0,0,0.00260777,0.462913,-0.0110958,0.463526,0,0,-0.566567,2.26627
21.339,0,0,0.00495987,0.477625,-0.00879482,0.476713,0,0,-0.566567,6.23224
21.349,0,0,0.00736311,0.492113,-0.0056246,0.496219,0,0,1.8938,17.6755
21.361,0,0,0.00976634,0.503811,-0.00255663,0.514968,0,0,-0.422584,-8.87427
21.37,0,0,0.0121184,0.515904,0.000409062,0.531849,0,0,-0.927577,-0.927577
21.381,0,0,0.0143683,0.527409,0.00322136,0.54753,0,0,-1.53398,-2.04531
21.389,0,0,0.0165159,0.536559,0.00588026,0.560538,0,0,-1.13313,-1.6997
21.399,0,0,0.0186123,0.544135,0.00848803,0.571711,0,0,4.28E-14,0.631268
