Time(s),Cart Position(m),Cart Velocity(m/s),Hook Angle(deg),Hook Angle Rate(deg/s),Payload Angle(deg),Payload Angle Rate(deg/s),Force(N),Cart Acceleration(m/s^2),,
21.411,0,0,0.0207599,0.549868,0.0110447,0.579846,0,0,1.26775,-0.422584
21.42,0,0,0.0228563,0.555387,0.0133456,0.585203,0,0,-1.39137,-4.1741
21.431,0,0,0.0249016,0.560244,0.0154932,0.587077,0,0,-0.511327,-0.511327
21.439,0,0,0.0268447,0.564191,0.0175385,0.587526,0,0,-1.6997,-0.566567
21.449,0,0,0.0286854,0.566275,0.0195327,0.586863,0,0,-1.26254,2.14E-14
21.461,0,0,0.0304751,0.56612,0.0215269,0.585624,0,0,2.58E-13,0.422584
21.47,0,0,0.0322647,0.564902,0.023521,0.583594,0,0,0.463789,-3.15E-14
21.481,0,0,0.0340032,0.562686,0.0254641,0.580782,0,0,-1.02265,-1.02265
21.489,0,0,0.0356906,0.559726,0.0274071,0.578091,0,0,-0.566567,0.566567
21.499,0,0,0.0372757,0.556033,0.0293502,0.575818,0,0,-1.8938,2.57E-13
21.511,0,0,0.0386563,0.550688,0.0311398,0.573494,0,0,-2.53551,-2.53551
21.531,0,0,0.0399346,0.539165,0.0328783,0.564477,0,0,1.08E-13,0.199737
21.54,0,0,0.0412129,0.526538,0.034668,0.555241,0,0,0.486399,0.729598
21.549,0,0,0.0424401,0.51656,0.0365087,0.552007,0,0,-1.26254,0.631268
21.56,0,0,0.0436162,0.503625,0.0382984,0.546155,0,0,-0.511327,-1.53398
21.569,0,0,0.04469,0.494003,0.0400369,0.543761,0,0,-1.53398,-0.511327
21.581,0,0,0.0456615,0.482153,0.0417243,0.539622,0,0,-0.927577,-0.463789
21.59,0,0,0.046633,0.469078,0.0435139,0.535438,0,0,0.927577,2.31894
21.599,0,0,0.0475534,0.455991,0.0452013,0.532612,0,0,-1.26254,-3.78761
21.61,0,0,0.0483715,0.439865,0.0468887,0.52605,0,0,-1.53398,1.02265
21.619,0,0,0.0490874,0.427549,0.0485249,0.52459,0,0,-1.02265,-1.02265
21.631,0,0,0.0497521,0.413264,0.0501612,0.521993,0,0,-1.89E-13,0.463789
21.64,0,0,0.0503146,0.396801,0.051644,0.517115,0,0,-1.39137,-2.78273
21.649,0,0,0.050877,0.381097,0.0527178,0.509091,0,0,1.26254,-8.20648
21.66,0,0,0.0513372,0.363305,0.0528712,0.486053,0,0,-2.04531,-14.3172
21.669,0,0,0.0517463,0.34843,0.0530757,0.461184,0,0,-5.55E-13,10.2265
21.681,0,0,0.0521553,0.332766,0.0532803,0.439188,0,0,0.463789,-0.463789
21.69,0,0,0.0524621,0.316521,0.0534337,0.416792,0,0,-1.85515,-0.927577
21.699,0,0,0.0526667,0.299586,0.0535359,0.39424,0,0,-1.26254,-0.631268
21.709,0,0,0.0528712,0.281789,0.0535871,0.370727,0,0,1.13313,-0.566567
21.735,0,0,0.0529735,0.266415,0.0535359,0.351187,0,0,-0.631268,-0.473451
21.739,0,0,0.0528712,0.249306,0.0533825,0.331456,0,0,-1.36354,-0.454513
21.765,0,0,0.0526667,0.23104,0.0532291,0.312508,0,0,-2.16E-13,0.454513
21.77,0,0,0.0523599,0.212187,0.0530757,0.293653,0,0,-0.425662,-2.89E-14
21.781,0,0,0.0520019,0.191225,0.0528712,0.273271,0,0,1.08E-13,-1.5979
21.791,0,0,0.0515418,0.174259,0.0527178,0.25678,0,0,-1.39137,1.39137
21.803,0,0,0.0509282,0.155798,0.052411,0.239171,0,0,-1.69034,-2.95809
21.812,0,0,0.05011,0.135053,0.0520019,0.219643,0,0,-2.31894,-0.463789
21.821,0,0,0.0491896,0.111639,0.0515929,0.198712,0,0,3.43E-13,1.26254
21.832,0,0,0.0482181,0.0885821,0.0511327,0.177056,0,0,6.94E-14,-1.02265
21.84,0,0,0.0472466,0.0690464,0.0507236,0.159176,0,0,0.566567,1.6997
21.85,0,0,0.046224,0.0531089,0.0502634,0.146198,0,0,-1.26254,-1.8938
21.862,0,0,0.0449968,0.0371253,0.0496498,0.131827,0,0,-2.95809,-2.11292
21.871,0,0,0.0437185,0.0152654,0.0489851,0.109521,0,0,0.927577,0.463789
21.882,0,0,0.0422867,-0.00612515,0.0483204,0.0887272,0,0,-2.55663,0.511327
21.89,0,0,0.040855,-0.0281571,0.0476045,0.0680544,0,0,1.6997,-1.13313
21.9,0,0,0.039321,-0.0498546,0.0468887,0.0478583,0,0,-2.52507,0.631268
21.912,0,0,0.0376848,-0.0696437,0.0461217,0.028405,0,0,-0.845168,-0.845168
21.921,0,0,0.0358951,-0.092234,0.0452524,0.00555761,0,0,-1.85515,-1.39137
21.932,0,0,0.0340032,-0.114988,0.044332,-0.0160033,0,0,-0.511327,1.39E-13
21.94,0,0,0.0320602,-0.138168,0.0434628,-0.0377033,0,0,-7.69E-14,1.6997
21.951,0,0,0.0300149,-0.161116,0.0425424,-0.0584127,0,0,-1.6997,-1.6997
21.962,0,0,0.0280207,-0.181241,0.0416731,-0.077486,0,0,1.69034,1.26775
21.971,0,0,0.0259243,-0.203304,0.0408039,-0.095818,0,0,-2.55663,-0.511327
21.982,0,0,0.0236744,-0.225887,0.039679,-0.108005,0,0,-2.04531,-5.11327
21.99,0,0,0.0213223,-0.249839,0.0379916,-0.121281,0,0,-0.566567,-9.63164
22.001,0,0,0.018868,-0.274354,0.0355884,-0.142542,0,0,-1.13313,-9.63164
22.011,0,0,0.0163625,-0.296999,0.0332362,-0.163888,0,0,0,7.42062
22.021,0,0,0.013857,-0.320046,0.0309864,-0.183933,0,0,0.511327,1.53398
22.032,0,0,0.0112492,-0.342033,0.0285832,-0.202896,0,0,-1.85515,-3.71031
22.04,0,0,0.00853916,-0.366289,0.0259243,-0.225497,0,0,-1.13313,-3.96597
22.051,0,0,0.00593139,-0.389475,0.0231631,-0.249069,0,0,3.3994,0.566567
22.061,0,0,0.00332362,-0.408873,0.0201974,-0.271153,0,0,-0.927577,-2.78273
22.071,0,0,0.00076699,-0.428809,0.0171295,-0.295895,0,0,1.02265,0
22.082,0,0,-0.00173851,-0.445047,0.0140615,-0.318488,0,0,0.463789,0.927577
22.09,0,0,-0.00419288,-0.463257,0.0108913,-0.344478,0,0,0.566567,-2.26627
22.101,0,0,-0.00664725,-0.480358,0.00772104,-0.370684,0,0,-0.566567,1.13313
22.111,0,0,-0.00899935,-0.493263,0.00470421,-0.391949,0,0,1.85515,2.78273
22.121,0,0,-0.0112492,-0.50366,0.00173851,-0.412601,0,0,1.02265,-0.511327
22.132,0,0,-0.0134479,-0.513014,-0.00117605,-0.432149,0,0,5.51E-14,0.463789
22.14,0,0,-0.0155955,-0.523331,-0.00403948,-0.453499,0,0,0.566567,0.566567
22.151,0,0,-0.0176919,-0.53253,-0.00685178,-0.474281,0,0,0.566567,0.566567
22.161,0,0,-0.0197884,-0.540333,-0.00971521,-0.492502,0,0,-0.463789,-1.39137
22.171,0,0,-0.0217825,-0.546984,-0.0125786,-0.511093,0,0,2.04531,0.511327
22.182,0,0,-0.0236744,-0.550657,-0.0154932,-0.528437,0,0,0.927577,-0.927577
22.19,0,0,-0.0255152,-0.553976,-0.0184078,-0.547993,0,0,7.69E-14,0.566567
22.201,0,0,-0.0272537,-0.555671,-0.0213735,-0.567106,0,0,1.6997,-1.13313
22.211,0,0,-0.0289922,-0.557065,-0.0245437,-0.586042,0,0,-0.927577,-3.24652
22.221,0,0,-0.0306285,-0.557163,-0.0278673,-0.606913,0,0,2.04531,-1.02265
22.232,0,0,-0.0322136,-0.554062,-0.0314466,-0.627082,0,0,-9.44E-14,-3.24652
22.24,0,0,-0.0336964,-0.550295,-0.035077,-0.651303,0,0,1.6997,1.6997
22.251,0,0,-0.0350259,-0.544643,-0.0386052,-0.674896,0,0,2.26627,2.83284
22.261,0,0,-0.0363042,-0.53929,-0.0421333,-0.695917,0,0,-0.463789,-0.927577
22.271,0,0,-0.0375825,-0.532813,-0.0456615,-0.71816,0,0,-0.511327,6.94E-14
22.282,0,0,-0.0387586,-0.524064,-0.0490363,-0.736909,0,0,1.85515,2.78273
22.29,0,0,-0.0397812,-0.51285,-0.0518485,-0.750006,0,0,2.26627,10.7648
22.301,0,0,-0.0407016,-0.499664,-0.0538939,-0.750095,0,0,0.566567,10.7648
22.311,0,0,-0.0414686,-0.486191,-0.055888,-0.744901,0,0,1.85515,-6.02925
22.321,0,0,-0.0421845,-0.471106,-0.0578822,-0.74243,0,0,-0.511327,-0.511327
22.332,0,0,-0.0428492,-0.456091,-0.0598252,-0.739589,0,0,0.463789,0.927577
22.34,0,0,-0.0435139,-0.43824,-0.0615638,-0.732771,0,0,-0.566567,3.96597
22.351,0,0,-0.0440764,-0.420119,-0.0631489,-0.722545,0,0,2.26627,1.13313
22.361,0,0,-0.0445366,-0.403399,-0.0644783,-0.710614,0,0,0.927577,3.24652
22.371,0,0,-0.0449456,-0.385332,-0.0656544,-0.694933,0,0,6.94E-14,0.511327
22.382,0,0,-0.0453036,-0.368288,-0.0667793,-0.679269,0,0,0.463789,-0.463789
22.39,0,0,-0.0457126,-0.349988,-0.0679553,-0.661865,0,0,-1.6997,-1.6997
22.401,0,0,-0.0460706,-0.331957,-0.0690291,-0.643745,0,0,1.6997,2.83284
22.411,0,0,-0.0463774,-0.315481,-0.0701541,-0.627918,0,0,0.463789,-1.85515
22.421,0,0,-0.0465819,-0.298522,-0.0711767,-0.612237,0,0,1.53398,2.55663
22.432,0,0,-0.0467353,-0.282289,-0.0721482,-0.596735,0,0,6.29E-14,-1.26E-13
22.44,0,0,-0.0468887,-0.264617,-0.0730686,-0.579691,0,0,-0.566567,0.566567
22.451,0,0,-0.0470421,-0.247483,-0.0738867,-0.562378,0,0,1.54E-13,1.6997
22.461,0,0,-0.0471443,-0.2319,-0.0743981,-0.544765,0,0,0.927577,4.63789
22.471,0,0,-0.0471955,-0.215452,-0.0745003,-0.522523,0,0,0.511327,5.11327
22.482,0,0,-0.0470932,-0.199869,-0.0741424,-0.497524,0,0,2.31894,4.63789
22.49,0,0,-0.0468887,-0.182017,-0.0736822,-0.467383,0,0,0.566567,-2.83284
22.501,0,0,-0.046633,-0.164256,-0.0731709,-0.437062,0,0,1.54E-13,1.54E-13
22.511,0,0,-0.0463774,-0.14851,-0.0725062,-0.4076,0,0,-0.463789,2.31894
22.521,0,0,-0.0460194,-0.131892,-0.0714835,-0.372489,0,0,2.04531,5.6246
22.532,0,0,-0.0455592,-0.115822,-0.0700007,-0.333774,0,0,0.927577,5.10167
22.54,0,0,-0.0449456,-0.0975214,-0.0683644,-0.287037,0,0,2.26627,-1.6997
22.551,0,0,-0.044332,-0.0798492,-0.0667282,-0.241018,0,0,-1.6997,-1.6997
22.561,0,0,-0.0437185,-0.0649152,-0.0650919,-0.200193,0,0,-6.29E-14,-2.52E-13
22.571,0,0,-0.0430026,-0.0487232,-0.0634045,-0.1569,0,0,2.04531,1.02265
22.582,0,0,-0.0421845,-0.0327341,-0.0615638,-0.115426,0,0,0.927577,2.31894
22.59,0,0,-0.0413152,-0.0157796,-0.0596719,-0.0723669,0,0,3.08E-13,-0.566567
22.602,0,0,-0.0402926,0.000479716,-0.0577288,-0.0366143,0,0,2.55663,0.511327
22.61,0,0,-0.0392188,0.015925,-0.0557346,-0.00530977,0,0,-0.511327,0.511327
22.62,0,0,-0.0380939,0.0321265,-0.0537916,0.0294983,0,0,0.631268,-1.8938
22.63,0,0,-0.0369178,0.0471985,-0.0517974,0.0614441,0,0,0.511327,1.53398
22.639,0,0,-0.0355372,0.0644221,-0.049701,0.0954429,0,0,3.96597,1.6997
22.651,0,0,-0.0341055,0.08124,-0.0474511,0.127058,0,0,-0.927577,1.85515
22.66,0,0,-0.0325204,0.0972291,-0.0451502,0.15652,0,0,2.31894,-0.463789
22.67,0,0,-0.0308841,0.115081,-0.0429003,0.18641,0,0,-0.566567,-1.6997
22.696,0,0,-0.0292479,0.125625,-0.0407016,0.205484,0,0,-0.157817,-0.157817
22.704,0,0,-0.0274071,0.137567,-0.0384007,0.226559,0,0,1.41544,0.884649
22.712,0,0,-0.0253618,0.161855,-0.0359974,0.261248,0,0,3.19579,1.5979
22.722,0,0,-0.0232142,0.184256,-0.0334408,0.293145,0,0,-1.28E-13,2.52507
22.733,0,0,-0.0210667,0.203422,-0.0308841,0.322627,0,0,-0.927577,-1.39137
22.742,0,0,-0.0189702,0.22228,-0.0282764,0.351899,0,0,-1.02265,1.02265
22.753,0,0,-0.0168227,0.241177,-0.0253618,0.383413,0,0,1.53398,5.6246
22.762,0,0,-0.0145728,0.261016,-0.0222427,0.41668,0,0,1.53398,1.02265
22.772,0,0,-0.0121184,0.282981,-0.0192259,0.448731,0,0,3.3994,-4.53254
22.795,0,0,-0.00966408,0.296095,-0.0166181,0.464329,0,0,-0.751261,-2.62941
22.801,0,0,-0.00720971,0.309795,-0.0143683,0.475583,0,0,8.25E-15,-1.4592
22.81,0,0,-0.00470421,0.335702,-0.0120673,0.495641,0,0,1.81805,8.18123
22.821,0,0,-0.00214757,0.354679,-0.00971521,0.510672,0,0,0.511327,0.511327
22.832,0,0,0.000511327,0.37248,-0.00736311,0.523698,0,0,1.26775,-0.422584
22.84,0,0,0.00311909,0.393072,-0.00511327,0.536208,0,0,-2.26627,-2.26627
22.851,0,0,0.00567573,0.412098,-0.00301683,0.544081,0,0,-0.566567,-2.26627
22.86,0,0,0.00807897,0.427528,-0.00102265,0.546162,0,0,-2.55663,-0.511327
22.87,0,0,0.0105333,0.442957,0.000971521,0.548853,0,0,2.83284,1.13313
22.882,0,0,0.0129877,0.456759,0.0029657,0.550974,0,0,-0.422584,3.58E-15
22.89,0,0,0.0153909,0.471331,0.00490874,0.553446,0,0,-1.02265,-1.02265
22.901,0,0,0.017743,0.485723,0.00674952,0.555658,0,0,-0.566567,-1.6997
22.91,0,0,0.0199417,0.496846,0.00848803,0.553631,0,0,-2.55663,-1.02265
22.92,0,0,0.0220382,0.50723,0.0101243,0.552057,0,0,-0.566567,-1.13313
22.932,0,0,0.0240835,0.513691,0.0117605,0.547765,0,0,8.60E-14,0.845168
22.94,0,0,0.0261288,0.520329,0.0133968,0.543125,0,0,0.511327,-3.47E-14
22.951,0,0,0.028123,0.528286,0.015033,0.541115,0,0,-1.13313,-3.84E-14
22.96,0,0,0.0299638,0.532569,0.016567,0.536119,0,0,-2.55663,-2.04531
22.97,0,0,0.0317023,0.536384,0.0179987,0.531326,0,0,-0.566567,-1.13313
22.982,0,0,0.0332874,0.536528,0.0193282,0.52321,0,0,-1.69034,-0.845168
22.99,0,0,0.0349748,0.53555,0.0207599,0.514625,0,0,3.57929,3.06796
23.001,0,0,0.0365599,0.54237,0.0222427,0.517406,0,0,-3.3994,-7.69E-14
23.009,0,0,0.0379405,0.546397,0.0237256,0.519474,0,0,-3.3994,-0.566567
23.019,0,0,0.0391676,0.53707,0.025055,0.507531,0,0,-1.26254,-3.78761
23.045,0,0,0.0402926,0.52244,0.0262822,0.489966,0,0,-0.157817,-0.157817
23.05,0,0,0.0414686,0.511336,0.0275094,0.47592,0,0,0.851325,0.425662
23.06,0,0,0.0425935,0.506536,0.0285832,0.466972,0,0,-2.72708,-5.45415
23.069,0,0,0.0436162,0.498135,0.0291968,0.450349,0,0,-1.6997,-8.49851
23.087,0,0,0.0445366,0.485449,0.0295036,0.42661,0,0,-0.561127,-0.84169
23.091,0,0,0.0452524,0.470346,0.0297592,0.401056,0,0,-2.53551,1.69034
23.101,0,0,0.0459683,0.465779,0.0301172,0.390815,0,0,4.1741,5.21762
23.11,0,0,0.046633,0.457683,0.030424,0.380582,0,0,-1.13313,-2.26627
23.119,0,0,0.0470932,0.434996,0.0306285,0.358216,0,0,-4.41887,-1.8938
23.129,0,0,0.0474,0.416646,0.0307819,0.340046,0,0,-1.13313,7.69E-14
23.139,0,0,0.0476045,0.398525,0.0309353,0.323343,0,0,-0.511327,0.511327
23.152,0,0,0.0478602,0.376847,0.0310887,0.30436,0,0,1.54655,1.31E-13
23.16,0,0,0.048167,0.356685,0.0312932,0.287072,0,0,0.463789,0.927577
23.17,0,0,0.0484227,0.338883,0.0314466,0.272074,0,0,-1.8938,-1.8938
23.179,0,0,0.0485761,0.319417,0.0315489,0.255747,0,0,-1.6997,-0.566567
23.189,0,0,0.0486272,0.301373,0.0316,0.241178,0,0,-1.13313,-0.566567
23.201,0,0,0.0486783,0.281408,0.0316511,0.225125,0,0,0.845168,0.422584
23.21,0,0,0.0487295,0.261092,0.0318557,0.209845,0,0,0,2.78273
23.22,0,0,0.0487806,0.242792,0.0320602,0.19725,0,0,-7.69E-14,-1.6997
23.229,0,0,0.0486783,0.223954,0.0322647,0.184512,0,0,-3.3994,-1.54E-13
23.239,0,0,0.0484227,0.206485,0.0323159,0.173258,0,0,-1.6997,-3.3994
23.252,0,0,0.0480647,0.187007,0.032367,0.159771,0,0,-0.386637,1.15991
23.26,0,0,0.0477068,0.166332,0.0324693,0.146067,0,0,0.927577,0.927577
23.27,0,0,0.0473489,0.147251,0.0326227,0.134269,0,0,0,0.631268
23.279,0,0,0.0468887,0.128234,0.0326738,0.122427,0,0,-2.26627,-2.83284
23.289,0,0,0.0462751,0.110892,0.0326227,0.111932,0,0,-2.26627,-1.13313
23.301,0,0,0.0454058,0.0913839,0.0324181,0.0992726,0,0,-2.95809,-1.69034
23.31,0,0,0.0445877,0.06988,0.0322647,0.0846419,0,0,3.24652,2.31894
23.32,0,0,0.0437696,0.0501446,0.0320602,0.0700197,0,0,-0.566567,-1.6997
23.329,0,0,0.0429003,0.0311467,0.0318557,0.055258,0,0,-1.13313,0.566567
23.339,0,0,0.0419288,0.0176384,0.0315489,0.0471969,0,0,-1.6997,-2.26627
23.351,0,0,0.0407016,0.00285842,0.0311398,0.0377651,0,0,-3.38067,-0.845168
23.36,0,0,0.0395767,-0.01964,0.030833,0.0222305,0,0,4.1741,2.78273
23.37,0,0,0.0384518,-0.038568,0.0305773,0.0132599,0,0,-1.13313,1.54E-13
23.379,0,0,0.0372757,-0.0545125,0.0303217,0.00902372,0,0,-1.13313,-0.566567
23.389,0,0,0.0360485,-0.0710756,0.0300149,0.00488499,0,0,-0.566567,-1.13313
23.401,0,0,0.034668,-0.0891823,0.0296058,-0.00163387,0,0,-2.11292,-1.26775
23.41,0,0,0.033134,-0.107124,0.0292479,-0.00784925,0,0,-1.39137,1.85515
23.42,0,0,0.0316,-0.125773,0.02889,-0.0130771,0,0,1.6997,-0.566567
23.429,0,0,0.030066,-0.142099,0.028532,-0.0175625,0,0,7.69E-14,-3.84E-14
23.439,0,0,0.0284298,-0.157883,0.0280718,-0.0224335,0,0,-2.26627,-2.26627
23.451,0,0,0.026589,-0.17292,0.0275094,-0.0276512,0,0,-2.53551,-0.845168
23.46,0,0,0.0245948,-0.190938,0.0268447,-0.0342254,0,0,-0.927577,-0.927577
23.47,0,0,0.0226006,-0.211351,0.0261799,-0.0419402,0,0,1.6997,1.13313
23.479,0,0,0.0205553,-0.230728,0.0253618,-0.0495652,0,0,-1.13313,-3.3994
23.489,0,0,0.0184589,-0.249656,0.0240835,-0.0599712,0,0,-0.566567,-8.49851
23.501,0,0,0.0162602,-0.266313,0.0222427,-0.0732192,0,0,-1.26775,-5.4936
23.51,0,0,0.0139592,-0.284818,0.0202485,-0.0905881,0,0,-0.927577,2.31894
23.52,0,0,0.0116583,-0.30563,0.0183055,-0.110144,0,0,1.13313,2.83284
23.53,0,0,0.00940842,-0.32419,0.0163625,-0.128045,0,0,1.02265,-0.511327
23.539,0,0,0.00720971,-0.341593,0.0143172,-0.146614,0,0,0.566567,-2.26627
23.567,0,0,0.00495987,-0.34907,0.0121184,-0.156482,0,0,-0.448205,-0.597606
23.572,0,0,0.00260777,-0.357791,0.00981748,-0.168701,0,0,-0.563446,-0.187815
23.58,0,0,0.000306796,-0.384501,0.00751651,-0.199789,0,0,4.84096,2.42048
23.589,0,0,-0.00194304,-0.40298,0.0053178,-0.222643,0,0,0.707719,2.83088
23.601,0,0,-0.00414175,-0.415488,0.00317023,-0.239418,0,0,0.463789,0
23.61,0,0,-0.00628932,-0.42657,0.00102265,-0.255141,0,0,0.463789,-0.463789
23.621,0,0,-0.00848803,-0.437576,-0.00117605,-0.27167,0,0,-1.53398,-1.02265
23.63,0,0,-0.0106356,-0.448641,-0.00337476,-0.288553,0,0,1.53398,0.511327
23.639,0,0,-0.0127832,-0.460986,-0.00557346,-0.307027,0,0,-0.631268,-2.68E-14
23.651,0,0,-0.0148796,-0.469534,-0.00772104,-0.321902,0,0,0.927577,0.927577
23.66,0,0,-0.0169249,-0.477171,-0.00997087,-0.336408,0,0,0.463789,-2.31894
23.671,0,0,-0.0190214,-0.484727,-0.012323,-0.352916,0,0,-1.53398,-1.02265
23.68,0,0,-0.0210667,-0.492338,-0.0146239,-0.370189,0,0,1.53398,2.04531
23.689,0,0,-0.0230608,-0.500761,-0.0169761,-0.389531,0,0,0.631268,-1.8938
23.701,0,0,-0.0249528,-0.505344,-0.0193793,-0.406011,0,0,1.39137,-0.463789
23.71,0,0,-0.0267935,-0.509882,-0.0217825,-0.422299,0,0,-6.29E-14,0.463789
23.721,0,0,-0.028532,-0.512694,-0.0241858,-0.439161,0,0,1.53398,0
23.73,0,0,-0.0301683,-0.512775,-0.0264867,-0.455626,0,0,1.02265,2.04531
23.739,0,0,-0.0317534,-0.513996,-0.0287877,-0.473603,0,0,-8.57E-14,-1.26254
23.751,0,0,-0.0332874,-0.512258,-0.0310375,-0.487943,0,0,0.463789,0.927577
23.76,0,0,-0.034668,-0.51014,-0.0331851,-0.501124,0,0,2.31894,1.39137
23.771,0,0,-0.0358951,-0.504958,-0.0352816,-0.513481,0,0,1.53398,0
23.795,0,0,-0.0370712,-0.492747,-0.0373269,-0.517259,0,0,-0.166964,0.166964
23.801,0,0,-0.0381961,-0.481292,-0.0391676,-0.521245,0,0,0.227256,1.59079
23.821,0,0,-0.0392699,-0.469941,-0.0405994,-0.521342,0,0,0.30256,3.63072
23.829,0,0,-0.0401903,-0.459299,-0.0414175,-0.514248,0,0,1.30441,4.1741
23.84,0,0,-0.0410084,-0.448466,-0.0421845,-0.503846,0,0,0.566567,-5.66567
23.851,0,0,-0.0417754,-0.433913,-0.0430026,-0.492319,0,0,-1.72E-13,-1.26775
23.859,0,0,-0.0425935,-0.421901,-0.0438718,-0.483747,0,0,-1.6997,-0.566567
23.87,0,0,-0.0433605,-0.409522,-0.0445877,-0.473072,0,0,1.6997,3.96597
23.88,0,0,-0.0439741,-0.404801,-0.045099,-0.467816,0,0,2.31894,2.31894
23.89,0,0,-0.0444343,-0.397167,-0.0455081,-0.459656,0,0,1.53398,-1.39E-13
23.901,0,0,-0.0448945,-0.370552,-0.0459683,-0.433221,0,0,-1.39137,-1.85515
23.91,0,0,-0.0453547,-0.35223,-0.0464796,-0.41544,0,0,0,-0.511327
23.92,0,0,-0.0457126,-0.338197,-0.0469398,-0.402702,0,0,2.26627,1.6997
23.93,0,0,-0.0459683,-0.323373,-0.0472977,-0.388977,0,0,1.02265,1.53398
23.94,0,0,-0.0460194,-0.306243,-0.0476045,-0.373382,0,0,3.06796,-6.94E-14
23.951,0,0,-0.0460194,-0.287929,-0.0478602,-0.357084,0,0,-0.927577,0.463789
23.96,0,0,-0.0459683,-0.267798,-0.0479625,-0.338004,0,0,0.511327,2.55663
23.97,0,0,-0.045866,-0.25019,-0.0479625,-0.320887,0,0,0.566567,0.566567
23.98,0,0,-0.0455592,-0.231916,-0.0478091,-0.3025,0,0,3.57929,2.04531
23.99,0,0,-0.0451502,-0.211292,-0.0475023,-0.280769,0,0,0,1.53398
24.001,0,0,-0.0446388,-0.190096,-0.0471955,-0.258575,0,0,0.927577,-1.39137
24.009,0,0,-0.0441786,-0.167142,-0.0469398,-0.234658,0,0,-2.26627,-1.13313
24.02,0,0,-0.0436673,-0.147667,-0.0465307,-0.212705,0,0,1.6997,3.96597
24.03,0,0,-0.0430026,-0.128188,-0.0459172,-0.189087,0,0,2.31894,2.31894
24.04,0,0,-0.0422356,-0.107138,-0.0452524,-0.16335,0,0,0.511327,-1.02265
24.055,0,0,-0.0414175,-0.087878,-0.0446388,-0.139539,0,0,-8.88E-14,-0.981748
24.06,0,0,-0.0406505,-0.0665537,-0.0440252,-0.113395,0,0,-1.53398,0.511327
24.07,0,0,-0.0397812,-0.0452079,-0.0433094,-0.0878777,0,0,4.54513,3.6361
24.087,0,0,-0.0388097,-0.0279743,-0.0424401,-0.0654767,0,0,0.561127,1.12225
24.092,0,0,-0.0377359,-0.00951226,-0.0414175,-0.0404914,0,0,0.845168,1.26775
24.101,0,0,-0.036611,0.00943118,-0.0403437,-0.0177982,0,0,-4.25E-13,-1.04352
24.11,0,0,-0.0354861,0.0262482,-0.039321,0.0025791,0,0,-0.631268,-1.8938
24.12,0,0,-0.0342078,0.043872,-0.0381961,0.0219626,0,0,3.3994,2.83284
24.13,0,0,-0.0329295,0.0605632,-0.0370712,0.0373511,0,0,-1.53398,-1.02265
24.14,0,0,-0.0314977,0.0792491,-0.035844,0.0530677,0,0,3.06796,2.04531
24.151,0,0,-0.0299638,0.0971529,-0.0345657,0.0691785,0,0,0.463789,1.89E-13
24.16,0,0,-0.0283275,0.118234,-0.0332362,0.088286,0,0,1.13313,0.566567
24.17,0,0,-0.0266401,0.140033,-0.0319068,0.106945,0,0,0,-0.566567
24.18,0,0,-0.0249016,0.159025,-0.0305773,0.12196,0,0,0.463789,-6.29E-14
24.19,0,0,-0.0230608,0.178199,-0.0291968,0.136703,0,0,1.53398,1.02265
24.201,0,0,-0.0211689,0.196623,-0.0277651,0.151313,0,0,0,0.463789
24.21,0,0,-0.0192259,0.217413,-0.0263845,0.167868,0,0,0.566567,-1.6997
24.22,0,0,-0.0172317,0.238315,-0.0249528,0.184464,0,0,0.566567,1.6997
24.23,0,0,-0.0151353,0.25701,-0.023521,0.199146,0,0,1.39137,-0.463789
24.24,0,0,-0.0131411,0.275077,-0.0221405,0.213378,0,0,-3.06796,-1.02265
24.251,0,0,-0.0111469,0.290579,-0.0207599,0.226364,0,0,0.927577,0.463789
24.259,0,0,-0.00920388,0.307462,-0.0195327,0.238945,0,0,-1.13313,-3.3994
24.27,0,0,-0.00715858,0.324148,-0.0182544,0.2498,0,0,2.83284,2.83284
24.28,0,0,-0.00511327,0.338582,-0.0167715,0.260063,0,0,-0.927577,3.24652
24.29,0,0,-0.00306796,0.352218,-0.0148796,0.272505,0,0,1.73E-14,6.13592
24.301,0,0,-0.00107379,0.364311,-0.0126298,0.287196,0,0,-0.927577,2.78273
24.309,0,0,0.00102265,0.377857,-0.0103288,0.305406,0,0,2.83284,-2.83284
24.321,0,0,0.00311909,0.391281,-0.00807897,0.32145,0,0,-1.02265,-1.53398
24.33,0,0,0.00521553,0.40305,-0.00593139,0.334274,0,0,-1.77E-14,-1.39137
24.34,0,0,0.00731197,0.415134,-0.00378382,0.347223,0,0,2.40E-15,1.13313
24.351,0,0,0.00930615,0.425831,-0.00168738,0.359729,0,0,-1.85515,-0.927577
24.375,0,0,0.0113515,0.428728,0.000460194,0.364781,0,0,0.667856,0.500892
24.379,0,0,0.013499,0.432239,0.0026589,0.370308,0,0,0.782643,0.260881
24.4,0,0,0.0155955,0.440617,0.00475534,0.379512,0,0,-1.309,-1.63625
24.409,0,0,0.0174874,0.443545,0.00659612,0.382678,0,0,-1.59079,-1.81805
24.421,0,0,0.0193793,0.444844,0.00843689,0.383977,0,0,1.85515,2.31894
24.43,0,0,0.0213223,0.449592,0.0103288,0.389077,0,0,0.927577,0.927577
24.439,0,0,0.0231631,0.456435,0.0121184,0.396702,0,0,-3.15634,-3.15634
